8;8
1;1;1;10;10;10;10;10;false;true;false;14;14;14;14;0;
2;1;2;20;10;10;10;10;false;true;true;14;14;14;14;0;
3;1;3;30;10;10;10;10;false;true;false;14;14;14;14;0;
4;1;4;40;10;10;10;10;false;true;false;14;14;14;14;0;
5;1;5;50;10;10;10;10;false;true;false;14;14;14;14;0;
6;1;6;60;10;10;10;10;false;true;true;14;14;14;14;0;
7;1;7;70;10;10;10;10;false;true;false;14;14;14;14;0;
8;1;8;80;10;10;10;10;false;true;false;14;14;14;14;0;
9;2;1;90;10;10;10;10;false;true;false;14;14;14;14;0;
10;2;2;100;10;10;10;10;false;true;false;14;14;14;14;0;
11;2;3;110;10;10;10;10;false;true;false;14;14;14;14;0;
12;2;4;120;10;10;10;10;false;true;false;14;14;14;14;0;
13;2;5;130;10;10;10;10;false;true;false;14;14;14;14;0;
14;2;6;140;10;10;10;10;false;true;false;14;14;14;14;0;
15;2;7;150;10;10;10;10;false;true;false;14;14;14;14;0;
16;2;8;160;10;10;10;10;false;true;false;14;14;14;14;0;
17;3;1;170;10;10;10;10;false;true;false;14;14;14;14;0;
18;3;2;180;10;10;10;10;false;true;false;14;14;14;14;0;
19;3;3;190;10;10;10;10;false;true;true;14;14;14;14;0;
20;3;4;0;10000;10000;10000;10000;false;false;false;10000;10000;10000;10000;0;
21;3;5;0;10000;10000;10000;10000;false;false;false;10000;10000;10000;10000;0;
22;3;6;220;10;10;10;10;true;true;false;14;14;14;14;0;
23;3;7;0;10000;10000;10000;10000;false;false;false;10000;10000;10000;10000;0;
24;3;8;0;10000;10000;10000;10000;false;false;false;10000;10000;10000;10000;0;
25;4;1;250;10;10;10;10;false;true;false;14;14;14;14;0;
26;4;2;260;10;10;10;10;false;true;false;14;14;14;14;0;
27;4;3;270;10;10;10;10;false;true;true;14;14;14;14;0;
28;4;4;280;10;10;10;10;false;true;false;14;14;14;14;0;
29;4;5;290;10;10;10;10;false;true;true;14;14;14;14;0;
30;4;6;300;10;10;10;10;false;true;false;14;14;14;14;0;
31;4;7;310;10;10;10;10;false;true;false;14;14;14;14;0;
32;4;8;320;10;10;10;10;false;true;false;14;14;14;14;0;
33;5;1;0;10000;10000;10000;10000;false;false;false;10000;10000;10000;10000;0;
34;5;2;0;10000;10000;10000;10000;false;false;false;10000;10000;10000;10000;0;
35;5;3;0;10000;10000;10000;10000;false;false;false;10000;10000;10000;10000;0;
36;5;4;360;10;10;10;10;false;true;false;14;14;14;14;0;
37;5;5;370;10;10;10;10;false;true;false;14;14;14;14;0;
38;5;6;380;10;10;10;10;false;true;true;14;14;14;14;0;
39;5;7;390;10;10;10;10;false;true;false;14;14;14;14;0;
40;5;8;400;10;10;10;10;false;true;false;14;14;14;14;0;
41;6;1;410;10;10;10;10;false;true;false;14;14;14;14;0;
42;6;2;420;10;10;10;10;false;true;false;14;14;14;14;0;
43;6;3;430;10;10;10;10;true;true;false;14;14;14;14;0;
44;6;4;440;10;10;10;10;false;true;false;14;14;14;14;0;
45;6;5;450;10;10;10;10;false;true;false;14;14;14;14;0;
46;6;6;460;10;10;10;10;false;true;false;14;14;14;14;0;
47;6;7;470;10;10;10;10;false;true;false;14;14;14;14;0;
48;6;8;480;10;10;10;10;false;true;false;14;14;14;14;0;
49;7;1;490;10;5;10;10;false;true;false;14;14;14;14;0;
50;7;2;500;15;15;5;5;false;true;true;18;21;7;18;0;
51;7;3;510;10;10;10;10;false;true;false;14;14;14;14;0;
52;7;4;520;10;10;10;10;false;true;false;14;14;14;14;0;
53;7;5;530;10;10;10;10;false;true;true;14;14;14;14;0;
54;7;6;540;10;10;10;10;false;true;false;14;14;14;14;0;
55;7;7;550;10;10;10;10;false;true;false;14;14;14;14;0;
56;7;8;560;10;10;10;10;false;true;true;14;14;14;14;0;
57;8;1;570;10;10;10;10;false;true;false;14;7;14;14;0;
58;8;2;580;5;10;10;10;false;true;false;14;14;14;14;0;
59;8;3;590;10;10;10;10;false;true;false;14;14;14;14;0;
60;8;4;600;10;10;10;10;false;true;true;14;14;14;14;0;
61;8;5;610;10;10;10;10;false;true;false;14;14;14;14;0;
62;8;6;620;10;10;10;10;false;true;false;14;14;14;14;0;
63;8;7;630;10;10;10;10;false;true;false;14;14;14;14;0;
64;8;8;640;10;10;10;10;false;true;false;14;14;14;14;0;
